Name,City,IATA Code,Destination Count,Latitude,Longitude
Al Baha Airport,El-baha,ABT,3,20.296100616500002,41.6343002319
Al-Jawf Domestic Airport,Al-Jawf,AJF,2,29.78510093688965,40.099998474121094
Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,AQI,2,28.335199,46.125099
Bisha Airport,Bisha,BHH,3,19.984399795532227,42.62089920043945
King Salman Abdulaziz Airport,,DWD,2,24.4499,44.121201
Nejran Airport,Nejran,EAM,3,17.611400604248047,44.4192008972168
Al Wajh Domestic Airport,Wejh,EJH,1,26.19860076904297,36.47639846801758
Jizan Regional Airport,Gizan,GIZ,6,16.901100158691403,42.58580017089844
Arar Domestic Airport,Arar,RAE,2,30.90660095214844,41.13819885253906
Rafha Domestic Airport,Rafha,RAH,1,29.626399993896484,43.4906005859375
Sharurah Airport,Sharurah,SHW,2,17.466899871826172,47.12139892578125
Turaif Domestic Airport,Turaif,TUI,1,31.692188,38.731544
Majeed Bin Abdulaziz Airport,Al-Ula,ULH,2,26.48,38.1288888889
Gurayat Domestic Airport,Guriat,URY,2,31.412413,37.278898
Wadi Al Dawasir Airport,Wadi-al-dawasir,WAE,2,20.504299163800003,45.1996002197
Eros Airport,Windhoek,ERS,3,-22.612199783325195,17.080400466918945
Luderitz Airport,Luderitz,LUD,1,-26.68740081787109,15.242899894714355
Katima Mulilo Airport,Mpacha,MPA,2,-17.634399,24.176701
Rundu Airport,Rundu,NDU,2,-17.956499099731,19.719400405884
Oranjemund Airport,Oranjemund,OMD,1,-28.5847,16.446699
Ondangwa Airport,Ondangwa,OND,1,-17.878201,15.9526
Bern Belp Airport,Bern,BRN,12,46.914100647,7.4971499443099985
Khanty Mansiysk Airport,Khanty-Mansiysk,HMA,8,61.02849960327149,69.08609771728516
Dijon-Bourgogne Airport,Dijon,DIJ,1,47.268902000000004,5.09
Le Havre Octeville Airport,Le Havre,LEH,1,49.53390121459961,0.08805599808692932
Périgueux-Bassillac Airport,Perigueux,PGX,2,45.19810104370117,0.815555989742279
Ovda International Airport,Ovda,VDA,1,29.94029998779297,34.93579864501953
Teterboro Airport,Teterboro,TEB,1,40.85010147089999,-74.060798645
Adıyaman Airport,Adiyaman,ADF,2,37.7313995361,38.4688987732
Ağrı Airport,Agri,AJI,2,39.654541015625,43.025978088378906
Anadolu Airport,Eskissehir,AOE,1,39.809898,30.5194
Bingöl Çeltiksuyu Airport,Bingol,BGG,2,38.8592605591,40.5959625244
Çanakkale Airport,Canakkale,CKZ,1,40.1376991272,26.4267997742
Mihail Kogălniceanu International Airport,Constanta,CND,1,44.36220169067383,28.488300323486328
Iğdır Airport,Igdir,IGD,2,39.9766273499,43.8766479492
Süleyman Demirel International Airport,Isparta,ISE,1,37.8554000854,30.368400573699997
Cengiz Topel Airport,Topel,KCO,1,40.73500061035156,30.08329963684082
Kastamonu Airport,Kastamonu,KFS,1,41.31420135498047,33.79579925537109
Kars Airport,Kars,KSY,3,40.562198638916016,43.1150016784668
Zafer Airport,Kutahya,KZR,1,39.113079,30.128110999999997
Nakhchivan Airport,Nakhchivan,NAJ,1,39.18880081176758,45.45840072631836
Sinop Airport,Sinop,NOP,1,42.015800476074,35.066398620605
Tekirdağ Çorlu Airport,Çorlu,TEQ,1,41.13819885253906,27.919099807739254
Elcho Island Airport,Elcho Island,ELC,1,-12.019399642899998,135.570999146
McArthur River Mine Airport,McArthur River Mine,MCV,1,-16.4424991608,136.083999634
Milingimbi Airport,Milingimbi,MGT,1,-12.094400405899998,134.893997192
Maningrida Airport,Maningrida,MNG,3,-12.0560998917,134.23399353
Inhambane Airport,Inhambane,INH,3,-23.876399993896484,35.40850067138672
Quelimane Airport,Quelimane,UEL,3,-17.855499267578125,36.86909866333008
Chimoio Airport,Chimoio,VPY,1,-19.15130043029785,33.429000854492195
Lichinga Airport,Lichinga,VXC,2,-13.274000000000001,35.2663
São Pedro Airport,Sao Vicente Island,VXE,5,16.833200454711914,-25.05529975891113
Tozeur Nefta International Airport,Tozeur,TOE,2,33.939701080322266,8.110560417175293
Île Art - Waala Airport,Waala,BMY,2,-19.720600128173828,163.66099548339844
Nouméa Magenta Airport,Noumea,GEA,8,-22.25830078125,166.47300720214844
Île des Pins Airport,Île des Pins,ILP,1,-22.58889961242676,167.45599365234375
Koné Airport,Kone,KNQ,1,-21.05430030822754,164.83700561523438
Koumac Airport,Koumac,KOC,2,-20.546300888061523,164.25599670410156
Lifou Airport,Lifou,LIF,3,-20.774799346923828,167.24000549316406
Maré Airport,Mare,MEE,1,-21.4817008972168,168.03799438476562
Tiga Airport,Tiga,TGJ,2,-21.096099853515625,167.8040008544922
Touho Airport,Touho,TOU,1,-20.790000915527344,165.25900268554688
Ouvéa Airport,Ouvea,UVE,2,-20.640600204467773,166.572998046875
Gabala International Airport,Qabala,GBB,1,40.826667,47.7125
Lankaran International Airport,Lankaran,LLK,2,38.7463989258,48.818000793500005
Gyumri Shirak Airport,Gyumri,LWN,1,40.7504005432,43.859298706100006
California Redwood Coast-Humboldt County Airport,Arcata CA,ACV,3,40.978101,-124.109
Altoona Blair County Airport,Altoona,AOO,2,40.29639816,-78.31999969
Aspen-Pitkin Co/Sardy Field,Aspen,ASE,2,39.22320175,-106.8690033
Bradford Regional Airport,Bradford,BFD,2,41.8031005859375,-78.64009857177734
Raleigh County Memorial Airport,Beckley,BKW,2,37.787300109899995,-81.1241989136
Jack Mc Namara Field Airport,Crescent City,CEC,2,41.78020096,-124.23699950000001
Chico Municipal Airport,Chico,CIC,1,39.79539871,-121.8580017
Mc Clellan-Palomar Airport,Carlsbad,CLD,1,33.12829971,-117.27999879999999
Houghton County Memorial Airport,Hancock,CMX,1,47.16839981079102,-88.48909759521484
DuBois Regional Airport,Du Bois,DUJ,2,41.17829895,-78.8986969
Chippewa Valley Regional Airport,Eau Claire,EAU,1,44.86579895019531,-91.48429870605469
Eagle County Regional Airport,Vail,EGE,1,39.64260101,-106.9179993
Venango Regional Airport,Franklin,FKL,2,41.3778991699,-79.8603973389
Topeka Regional Airport - Forbes Field,Topeka,FOE,1,38.9509010315,-95.6635971069
Gunnison Crested Butte Regional Airport,Gunnison,GUC,1,38.53390121,-106.9329987
Yampa Valley Airport,Hayden,HDN,1,40.48120117,-107.21800230000001
Lea County Regional Airport,Hobbs,HOB,1,32.6875,-103.21700290000001
Chautauqua County-Jamestown Airport,Jamestown,JHW,2,42.15340042,-79.25800323
John Murtha Johnstown Cambria County Airport,Johnstown,JST,2,40.31610107421875,-78.83390045166016
Kosrae International Airport,Kosrae,KSA,2,5.35698,162.957993
Bucholz Army Air Field,Kwajalein,KWA,3,8.720120429992676,167.73199462890625
Laramie Regional Airport,Laramie,LAR,1,41.31209945678711,-105.6750030517578
Crater Lake-Klamath Regional Airport,Klamath Falls,LMT,2,42.156101,-121.733002
Morgantown Municipal Walter L. Bill Hart Field,Morgantown,MGW,2,39.64289856,-79.91629791
Muskegon County Airport,Muskegon,MKG,1,43.16949844,-86.23819733
Modesto City Co-Harry Sham Field,Modesto,MOD,1,37.62580109,-120.9540024
Montrose Regional Airport,Montrose CO,MTJ,1,38.5097999573,-107.89399719200001
Barkley Regional Airport,Paducah,PAH,1,37.06079864501953,-88.7738037109375
Mid Ohio Valley Regional Airport,Parkersburg,PKB,1,39.34510040283203,-81.43920135498047
Pohnpei International Airport,Pohnpei,PNI,3,6.985099792480469,158.20899963378906
Pueblo Memorial Airport,Pueblo,PUB,1,38.289100646972656,-104.49700164794922
Redding Municipal Airport,Redding,RDD,1,40.50899887,-122.2929993
Rota International Airport,Rota,ROP,2,14.17430019378662,145.2429962158203
Shenandoah Valley Regional Airport,Weyers Cave,SHD,1,38.2638015747,-78.8964004517
Chuuk International Airport,Chuuk,TKK,2,7.461870193481445,151.84300231933594
Yap International Airport,Yap,YAP,2,9.49891,138.082993
Le Puy-Loudes Airport,Le Puy,LPY,1,45.0806999206543,3.7628901004791264
Massawa International Airport,Massawa,MSW,1,15.670000076293945,39.37009811401367
Gabès Matmata International Airport,Gabes,GAE,2,33.87689971923828,10.103300094604492
Gafsa Ksar International Airport,Gafsa,GAF,2,34.42200088500977,8.822500228881836
Batticaloa Airport,Batticaloa,BTC,1,7.705760000000001,81.678802
Sigiriya Air Force Base,Sigiriya,GIU,3,7.956669807430002,80.7285003662
Koggala Airport,Koggala,KCT,2,5.993680000305176,80.32029724121094
China Bay Airport,Trinciomalee,TRR,1,8.538510322570799,81.18190002441406
Pardubice Airport,Pardubice,PED,2,50.01340103149414,15.73859977722168
Spring Point Airport,Spring Point,AXP,2,22.441799163800006,-73.97090148930002
Colonel Hill Airport,Colonel Hill,CRI,2,22.7455997467,-74.18240356449999
Inagua Airport,Matthew Town,IGA,2,20.975000381469727,-73.66690063476562
Mayaguana Airport,Mayaguana,MYG,2,22.379499,-73.013494
Nyagan Airport,Nyagan,NYA,4,62.110001000000004,65.614998
Donskoye Airport,Tambow,TBW,1,52.806098937988004,41.482799530029
Kursk East Airport,Kursk,URS,1,51.7505989074707,36.29560089111328
Ust-Tsylma Airport,Ust-Tsylma,UTS,1,65.43729400630001,52.20033645629999
Badajoz Airport,Badajoz,BJZ,2,38.891300201416016,-6.8213300704956055
Canaima Airport,Canaima,CAJ,1,6.2319889068603525,-62.85443115234375
Cumaná (Antonio José de Sucre) Airport,Cumana,CUM,1,10.450332641601562,-64.13047027587889
José Leonardo Chirinos Airport,Coro,CZE,1,11.41494369506836,-69.68090057373047
La Fria Airport,La Fria,LFR,1,8.239167213439941,-72.27102661132812
General Bartolome Salom International Airport,Puerto Cabello,PBL,2,10.48050022125244,-68.072998046875
Cacique Aramare Airport,Puerto Ayacucho,PYH,1,5.619989871978801,-67.606101989746
Santa Elena de Uairen Airport,Santa Ana De Uairen,SNV,1,4.554999828338623,-61.1500015258789
San Tomé Airport,San Tome,SOM,1,8.9451465606689,-64.151084899902
San Antonio Del Tachira Airport,San Antonio,SVZ,1,7.840829849243164,-72.439697265625
Gloucestershire Airport,Golouchestershire,GLO,1,51.89419937133789,-2.1672201156616206
Anglesey Airport,Angelsey,VLY,1,53.248100280799996,-4.53533983231
Cocos (Keeling) Islands Airport,Cocos Keeling Island,CCK,1,-12.1883001328,96.8339004517
Christmas Island Airport,Christmas Island,XCH,2,-10.450599670410156,105.69000244140624
Lien Khuong Airport,Dalat,DLI,5,11.75,108.366997
Phu Bai Airport,Hue,HUI,4,16.401500701899998,107.70300293
Phu Cat Airport,Phucat,UIH,3,13.955,109.042
Cà Mau Airport,Ca Mau,CAH,1,9.177667,105.177778
Dien Bien Phu Airport,Dienbienphu,DIN,1,21.3974990845,103.008003235
Pleiku Airport,Pleiku,PXU,3,14.00450038909912,108.01699829101562
Dong Tac Airport,Tuy Hoa,TBB,2,13.0495996475,109.333999634
Can Tho International Airport,Can Tho,VCA,3,10.085100173999999,105.711997986
Chu Lai International Airport,Chu Lai,VCL,2,15.4033002853,108.706001282
Co Ong Airport,Conson,VCS,2,8.73183,106.633003
Dong Hoi Airport,Dong Hoi,VDH,2,17.515,106.590556
Rach Gia Airport,Rach Gia,VKG,1,9.95802997234,105.132379532
Maio Airport,Maio,MMO,1,15.15590000152588,-23.21369934082031
São Filipe Airport,"Sao Filipe, Fogo Island",SFL,1,14.885000228900001,-24.479999542199998
Preguiça Airport,Sao Nocolau Island,SNE,2,16.58839988708496,-24.28470039367676
Ahe Airport,Ahe,AHE,2,-14.428099632263185,-146.2570037841797
Hiva Oa-Atuona Airport,Hiva-oa,AUQ,4,-9.76879024506,-139.011001587
Arutua Airport,Arutua,AXR,1,-15.248299598693848,-146.61700439453125
Bora Bora Airport,Bora Bora,BOB,7,-16.444400787353516,-151.75100708007812
Fakarava Airport,Fakarava,FAV,2,-16.054100036621097,-145.65699768066406
Totegegie Airport,Totegegie,GMR,1,-23.07990074157715,-134.88999938964844
Hao Airport,Hao Island,HOI,2,-18.074800491333008,-140.9459991455078
Huahine-Fare Airport,Huahine Island,HUH,4,-16.687200546264652,-151.02200317382812
Kauehi Airport,Kauehi,KHZ,1,-15.780799865722654,-145.12399291992188
Kaukura Airport,Kaukura Atoll,KKR,1,-15.663299560546875,-146.88499450683594
Maupiti Airport,Maupiti,MAU,3,-16.42650032043457,-152.24400329589844
Makemo Airport,Makemo,MKP,1,-16.583900451660153,-143.6580047607422
Moorea Airport,Moorea,MOZ,4,-17.49,-149.761993
Mataiva Airport,Mataiva,MVT,2,-14.8681001663208,-148.7169952392578
Nuku Hiva Airport,Nuku Hiva,NHV,4,-8.795599937438965,-140.22900390625
Raiatea Airport,Raiatea Island,RFP,4,-16.7229,-151.466003
Rangiroa Airport,Rangiroa,RGI,5,-14.954299926757812,-147.66099548339844
Rimatara Airport,Rimatara,RMT,2,-22.63725,-152.8059
Rurutu Airport,Rurutu,RUR,2,-22.43409919738769,-151.36099243164062
Raivavae Airport,Raivavae,RVV,2,-23.8852005005,-147.662002563
Tikehau Airport,Tikehau,TIH,2,-15.119600296020508,-148.2310028076172
Takapoto Airport,Takapoto,TKP,1,-14.709500312805176,-145.24600219726562
Takaroa Airport,Takaroa,TKX,3,-14.45580005645752,-145.02499389648438
Tubuai Airport,Tubuai,TUB,3,-23.36540031433105,-149.5240020751953
Ua Huka Airport,Ua Huka,UAH,3,-8.936110000000001,-139.55200200000002
Ua Pou Airport,Ua Pou,UAP,3,-9.35167,-140.078003
Manihi Airport,Manihi,XMH,3,-14.436800003051758,-146.07000732421875
Sveg Airport,Sveg,EVG,2,62.04779815673828,14.422900199890135
Hagfors Airport,Hagfors,HFS,2,60.02009963989258,13.578900337219238
Kristianstad Airport,Kristianstad,KID,1,55.92169952392578,14.08549976348877
Mannheim-City Airport,Mannheim,MHG,1,49.473057,8.514167
Mora Airport,Mora,MXX,2,60.957901,14.5114
Pajala Airport,Pajala,PJA,2,67.24559783935547,23.06889915466309
Torsby Airport,Torsby,TYF,2,60.1576004028,12.991299629199998
Kuressaare Airport,Kuressaare,URE,1,58.22990036010742,22.50950050354004
Vinnytsia/Gavyryshivka Airport,Vinnitsa,VIN,1,49.242531,28.613778000000003
Asaba International Airport,Asaba,ABB,2,6.204167,6.665278
Benin Airport,Benin,BNI,2,6.3169798851013175,5.599500179290772
Margaret Ekpo International Airport,Calabar,CBQ,2,4.976019859313965,8.347200393676758
Gombe Lawanti International Airport,Gombe,GMO,1,10.2983333333,10.8963888889
Ibadan Airport,Ibadan,IBA,1,7.362460136413574,3.97832989692688
Ilorin International Airport,Ilorin,ILR,1,8.440210342407228,4.493919849395752
Yakubu Gowon Airport,Jos,JOS,1,9.639829635620117,8.869050025939941
Kaduna Airport,Kaduna,KAD,1,10.696000099182127,7.320109844207764
Sam Mbakwe International Airport,Imo,QOW,2,5.427060127258301,7.2060298919677725
Warri Airport,Osubi,QRW,2,5.5961099999999995,5.81778
Akwa Ibom International Airport,Uyo,QUO,1,4.8725,8.093
Sadiq Abubakar III International Airport,Sokoto,SKO,1,12.916299819946287,5.207190036773682
Yola Airport,Yola,YOL,1,9.257550239562988,12.430399894714355
Andahuaylas Airport,Andahuaylas,ANS,1,-13.706399917602539,-73.35040283203125
Comandante FAP German Arias Graziani Airport,Anta,ATA,1,-9.347439765930176,-77.59839630126953
Francisco Carle Airport,Jauja,JAU,1,-11.7831001282,-75.47339630130001
Tingo Maria Airport,Tingo Maria,TGI,1,-9.133000373840332,-75.94999694824219
Arad International Airport,Arad,ARW,1,46.17660140991211,21.261999130249023
Craiova Airport,Craiova,CRA,2,44.31809997558594,23.888599395751953
Debrecen International Airport,Debrecen,DEB,2,47.48889923095703,21.61529922485352
Tuzla International Airport,Null,TZL,3,44.45869827270508,18.72480010986328
Kengtung Airport,Kengtung,KET,1,21.30159950256348,99.63600158691406
Kyaukpyu Airport,Kyaukpyu,KYP,1,19.42639923095703,93.53479766845705
Myitkyina Airport,Myitkyina,MYT,4,25.38360023498535,97.35189819335938
Putao Airport,Putao,PBU,1,27.32990074157715,97.42630004882812
Kamembe Airport,Kamembe,KME,1,-2.462239980697632,28.907899856567386
Andøya Airport,Andoya,ANX,3,69.292503356934,16.144199371338
Båtsfjord Airport,Batsfjord,BJF,5,70.60050201416,29.691400527954002
Brønnøysund Airport,Bronnoysund,BNN,5,65.461097717285,12.217499732971001
Berlevåg Airport,Berlevag,BVG,4,70.871399,29.034201
Florø Airport,Floro,FRO,5,61.583599090576,5.0247201919556
Hasvik Airport,Hasvik,HAA,2,70.486701965332,22.139699935913
Hammerfest Airport,Hammerfest,HFT,7,70.67970275878899,23.668600082397
"Ørsta-Volda Airport, Hovden",Orsta-Volda,HOV,4,62.180000305176,6.074100017547599
Valan Airport,Honningsvag,HVG,3,71.009696960449,25.983600616455004
Banak Airport,Lakselv,LKL,1,70.068801879883,24.973499298095998
Leknes Airport,Leknes,LKN,3,68.152496337891,13.609399795532
Mehamn Airport,Mehamn,MEH,5,71.02970123291,27.826700210570998
Mosjøen Airport (Kjærstad),Mosjoen,MJF,5,65.78399658203101,13.214900016785
"Mo i Rana Airport, Røssvoll",Mo i Rana,MQN,4,66.363899230957,14.301400184631
Narvik Framnes Airport,Narvik,NVK,1,68.436897277832,17.386699676514002
Namsos Høknesøra Airport,Namsos,OSY,3,64.472198486328,11.57859992981
Røst Airport,Røst,RET,2,67.527801513672,12.103300094604002
Røros Airport,Roros,RRS,1,62.578399658203004,11.342300415039
"Rørvik Airport, Ryum",Rørvik,RVK,3,64.838302612305,11.14610004425
Sandane Airport (Anda),Sandane,SDN,2,61.830001831055,6.1058301925659
Skien Airport,Skien,SKE,1,59.18500137329102,9.566940307617188
Stokmarknes Skagen Airport,Stokmarknes,SKN,4,68.578826904297,15.033416748047
Sogndal Airport,Sogndal,SOG,4,61.156101,7.13778
Sørkjosen Airport,Sorkjosen,SOJ,2,69.786796569824,20.959400177002
Sandnessjøen Airport (Stokka),Sandnessjoen,SSJ,4,65.95680236816399,12.468899726868
Svolvær Helle Airport,Svolvær,SVJ,3,68.243301391602,14.669199943541999
"Vardø Airport, Svartnes",Vardø,VAW,3,70.355400085449,31.044900894165
Vadsø Airport,Vadsø,VDS,7,70.065299987793,29.844699859619002
Chevery Airport,Chevery,YHR,4,50.46889877319336,-59.63669967651367
Rigolet Airport,Rigolet,YRG,2,54.1796989440918,-58.45750045776367
Kegaska Airport,Kegaska,ZKG,2,50.1958007812,-61.2658004761
La Tabatière Airport,La Tabatière,ZLT,2,50.8307991027832,-58.97560119628906
Tête-à-la-Baleine Airport,Tête-à-la-Baleine,ZTB,2,50.674400329589844,-59.38359832763672
F. D. Roosevelt Airport,Oranjestad,EUX,1,17.49650001525879,-62.97940063476562
Juancho E. Yrausquin Airport,Saba,SAB,1,17.645000457763672,-63.22000122070313
Brandon Municipal Airport,Brandon,YBR,1,49.91,-99.951897
John C. Munro Hamilton International Airport,Hamilton,YHM,4,43.173599243199995,-79.93499755859999
Abbotsford Airport,Abbotsford,YXX,2,49.02529907226562,-122.36100006103516
Keewaywin Airport,Keewaywin,KEW,1,52.9911003113,-92.8364028931
Kingfisher Lake Airport,Kingfisher Lake,KIF,2,53.01250076293945,-89.85530090332031
Muskrat Dam Airport,Muskrat Dam,MSA,4,53.44139862060547,-91.76280212402344
Summer Beaver Airport,Summer Beaver,SUR,1,52.70859909057617,-88.54190063476562
Wunnumin Lake Airport,Wunnumin Lake,WNN,3,52.89390182495117,-89.28919982910156
Bearskin Lake Airport,Bearskin Lake,XBE,4,53.965599060058594,-91.0271987915039
Kasabonika Airport,Kasabonika,XKS,2,53.52470016479492,-88.6427993774414
Cat Lake Airport,Cat Lake,YAC,2,51.72719955444336,-91.82440185546876
Wapekeka Airport,Angling Lake,YAX,2,53.84920120239258,-89.57939910888672
Fort Severn Airport,Fort Severn,YER,3,56.01890182495117,-87.67610168457031
Fort Hope Airport,Fort Hope,YFH,3,51.5619010925293,-87.90779876708984
Poplar Hill Airport,Poplar Hill,YHP,2,52.1133,-94.2556
Lansdowne House Airport,Lansdowne House,YLH,2,52.19559860229492,-87.93419647216797
North Spirit Lake Airport,North Spirit Lake,YNO,2,52.4900016784668,-92.97109985351562
Ogoki Post Airport,Ogoki Post,YOG,1,51.65859985350001,-85.9017028809
Pickle Lake Airport,Pickle Lake,YPL,1,51.4463996887207,-90.21420288085938
Pikangikum Airport,Pikangikum,YPM,5,51.81969833374024,-93.97329711914062
Big Trout Lake Airport,Big Trout Lake,YTL,4,53.81779861450195,-89.89689636230469
Deer Lake Airport,Deer Lake,YVZ,1,52.655799865722656,-94.0614013671875
Webequie Airport,Webequie,YWP,2,52.9593933975,-87.37486839290001
Sachigo Lake Airport,Sachigo Lake,ZPB,2,53.8911018371582,-92.19640350341795
Round Lake (Weagamow Lake) Airport,Round Lake,ZRJ,2,52.94359970092773,-91.31279754638672
Sandy Lake Airport,Sandy Lake,ZSJ,3,53.06420135498047,-93.34439849853516
Khasab Air Base,Khasab,KHS,1,26.17099952697754,56.2406005859375
Zweibrücken Airport,Zweibruecken,ZQW,5,49.2094,7.4005600000000005
